Timestamp,X,Y,Z
26-Jan-2025 14:20:42.993,0.105069,-0.307265,-0.112399
26-Jan-2025 14:20:43.009,0.323148,-0.428217,-0.101404
26-Jan-2025 14:20:43.025,0.3598,-0.397673,-0.075136
26-Jan-2025 14:20:43.041,0.274889,-0.237627,-0.067195
26-Jan-2025 14:20:43.057,0.238237,-0.007941,-0.155771
26-Jan-2025 14:20:43.073,0.26145,0.330478,-0.266337
26-Jan-2025 14:20:43.089,0.231518,0.521068,-0.186314
26-Jan-2025 14:20:43.105,0.164323,0.285885,-0.045204
26-Jan-2025 14:20:43.122,0.135612,-0.031765,-0.006109
26-Jan-2025 14:20:43.138,0.147219,-0.047037,-0.07025
26-Jan-2025 14:20:43.154,0.097738,-0.014661,-0.153327
26-Jan-2025 14:20:43.170,0.051313,-0.075136,-0.122784
26-Jan-2025 14:20:43.186,0.130725,-0.136834,-0.015882
26-Jan-2025 14:20:43.202,0.280387,-0.131947,0.038485
26-Jan-2025 14:20:43.218,0.411723,-0.072082,0.076358
26-Jan-2025 14:20:43.234,0.324369,-0.155771,0.009163
26-Jan-2025 14:20:43.250,0.193644,-0.236405,-0.117897
26-Jan-2025 14:20:43.266,0.161879,-0.222966,-0.130725
26-Jan-2025 14:20:43.282,0.186314,-0.174097,0.072693
26-Jan-2025 14:20:43.299,0.163101,0.053756,0.054978
26-Jan-2025 14:20:43.315,0.16921,0.318261,-0.101404
26-Jan-2025 14:20:43.331,0.294437,0.23274,-0.208916
26-Jan-2025 14:20:43.347,0.422719,-0.312152,0.213192
26-Jan-2025 14:20:43.363,0.464258,-0.492968,0.412334
26-Jan-2025 14:20:43.379,0.671952,-0.213192,0.114843
26-Jan-2025 14:20:43.395,0.682336,-0.14111,-0.516792
26-Jan-2025 14:20:43.411,0.426384,-0.09896,-0.740369
26-Jan-2025 14:20:43.427,0.109956,-0.130114,-0.758695
26-Jan-2025 14:20:43.443,-0.248011,-0.826501,-0.678671
26-Jan-2025 14:20:43.459,-0.164323,-0.893696,-0.756251
26-Jan-2025 14:20:43.475,-0.346361,-0.489303,-1.046412
26-Jan-2025 14:20:43.491,-0.485638,0.430049,-0.915687
26-Jan-2025 14:20:43.507,-0.574213,0.723875,-0.472199
26-Jan-2025 14:20:43.524,-0.583987,0.497855,-0.371406
26-Jan-2025 14:20:43.540,-0.364076,-0.125227,-0.251676
26-Jan-2025 14:20:43.556,-0.167988,-0.781907,-0.081245
26-Jan-2025 14:20:43.572,0.219911,-1.44042,0.3317
26-Jan-2025 14:20:43.588,0.510072,-1.431257,0.534507
26-Jan-2025 14:20:43.604,0.688445,-1.095281,0.548557
26-Jan-2025 14:20:43.620,0.759916,-0.690278,0.401949
26-Jan-2025 14:20:43.636,0.613309,-0.637132,0.271224
26-Jan-2025 14:20:43.652,0.436158,-0.551611,0.337198
